;PROFILE_NAME;REGION;MASTER_POLLUTANT;CATEGORY_LEVEL_1_Generation_Mechanism;CATEGORY_LEVEL_2_Sector_Equipment;CATEGORY_LEVEL_3_ Fuel_Product;SPECIES_NAME;WEIGHT_PERCENT
43752;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;1.7709
43755;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;13.3668
43757;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0
43760;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.0715
43761;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0
43762;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.0628
43763;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0.0013
43764;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;6.9084
43765;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.1022
43766;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0337
43768;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.016
43770;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.0997
43771;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0182
43774;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0.0083
43775;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;0.9399
43776;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0469
43784;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.0655
43792;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0421
43796;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.018
43800;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.0507
43802;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.5074
43803;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.141
43805;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.0614
43806;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0281
43807;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0.0017
43810;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0.0012
43811;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.0683
43812;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0
43813;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.0225
43815;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0092
43818;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0233
43819;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;4.712
43820;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;1.9825
43821;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0.0225
43825;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.1412
43826;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;0.9867
43827;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0385
43834;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;0.0395
43845;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0135
43847;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0284
43849;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0407
43850;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.1878
43852;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;0.5352
43854;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0197
43855;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.2582
43856;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0.0041
43857;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.0079
43858;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0015
43859;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.1116
43860;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0
43861;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;1.4477
43862;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.0228
43869;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.0421
43872;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;3.0974
43873;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.107
43874;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;1.0117
43875;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.0323
43879;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.016
43883;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;0.0365
43890;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.0611
43893;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0137
43895;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0733
43896;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.0487
43897;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0432
43899;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;0.5324
43902;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;4.2765
43904;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0009
43907;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0
43909;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0
43910;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0
43911;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;3.7875
43912;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.0303
43913;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0141
43915;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.0128
43921;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.0125
43922;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.1336
43923;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;1.4107
43924;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.0266
43928;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.009
43930;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;1.5737
43944;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0121
43946;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.0122
43947;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.2667
43948;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.1116
43950;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.3193
43951;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0154
43953;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0
43954;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;6.0818
43956;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0
43957;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.0399
43958;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0.0004
43959;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;19.5003
43960;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.5329
43961;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0178
43963;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0062
43968;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0.0258
43969;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0243
43971;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.0888
43973;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0077
43976;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;1.2497
43991;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0151
43996;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.0176
43997;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0134
43998;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;32.3
44000;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0
44001;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0
44002;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0.0003
44004;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0131
44006;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.006
44009;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.261
44012;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.0675
44013;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;0.8542
44014;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.0022
44022;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;0.3616
44031;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0197
44033;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.0161
44035;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0211
44036;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.0821
44037;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.0821
44038;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;0.5454
44039;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.0537
44043;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0234
44044;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;13.5623
44047;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0
44048;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0002
44049;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.0391
44051;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.0065
44055;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.0114
44056;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0.0001
44057;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;4.729
44059;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.0196
44062;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.0879
44063;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;1.1638
44064;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.0076
44069;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Sulfate;8.4632
44077;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Ammonium;0.0061
44082;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Vanadium;0.0126
44084;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Zinc;0.0055
44086;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Sodium ion;0.2194
44087;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Elemental Carbon;0.1704
44090;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Potassium ion;0.6887
44091;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Arsenic;0
44092;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Antimony;0.0069
44093;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Barium;0.0085
44095;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Cadmium;0.0012
44097;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Calcium;44.2737
44098;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Chloride ion;0.0324
44099;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Chromium;0.0108
44101;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Copper;0.003
44104;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Organic carbon;2.1532
44107;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Nitrate;0
44108;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Manganese;0.0197
44109;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Magnesium;0.6264
44110;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Lead;0.0015
44115;Cement;California Bay Area;PM;Dust;Mineral Products;Cement;Nickel;0.0063
44118;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.4322
44126;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.0925
44130;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0199
44132;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.0172
44133;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0408
44135;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.6756
44136;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.1507
44140;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0254
44143;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0.0012
44144;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.1554
44145;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0
44146;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.0497
44147;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0.0073
44149;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0086
44152;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0
44153;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;4.8714
44154;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;2.3049
44156;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0152
44159;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.1374
44160;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;0.8258
44161;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0069
44168;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sulfate;0.2311
44178;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Vanadium;0.0094
44180;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Zinc;0.1814
44182;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Ammonium;0.0498
44183;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Sodium ion;0.1655
44185;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Elemental Carbon;3.4225
44187;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Potassium ion;0.1292
44188;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Organic carbon;19.1901
44190;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chloride ion;0.0815
44193;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Antimony;0.0023
44194;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Arsenic;0.0009
44195;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Barium;0.1172
44196;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Calcium;4.094
44197;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Chromium;0.0203
44199;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Copper;0.0232
44202;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nickel;0.0139
44203;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Cadmium;0
44204;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Nitrate;0.0189
44208;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Manganese;0.0897
44209;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Magnesium;0.8508
44210;Unpaved Road Dust;California Bay Area;PM;Dust;Road;Unpaved;Lead;0.0577
44218;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sulfate;0.4515
44227;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Vanadium;0.0137
44229;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Zinc;0.1766
44231;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Ammonium;0.038
44232;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Sodium ion;0.1094
44234;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Elemental Carbon;2.9813
44236;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Organic carbon;14.7133
44237;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Potassium ion;0.1025
44238;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Arsenic;0
44239;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Antimony;0.0024
44240;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Barium;0.0995
44241;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Cadmium;0.0008
44242;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Calcium;6.582
44243;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chloride ion;0.0886
44244;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Chromium;0.0218
44246;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Copper;0.0275
44250;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nickel;0.0197
44253;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Nitrate;0.0068
44257;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Manganese;0.0728
44258;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Magnesium;1.0131
44259;Paved Road Dust;California Bay Area;PM;Dust;Road;Paved;Lead;0.0839
44265;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.6768
44273;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.0716
44277;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0113
44279;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.0138
44280;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0147
44282;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;0.5183
44285;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Organic carbon;3.4875
44287;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0.0008
44290;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.0855
44291;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0
44292;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.0627
44293;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0.0012
44294;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Calcium;22.7792
44295;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.0494
44296;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0151
44298;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0044
44300;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Manganese;0.0602
44301;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0127
44304;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nitrate;0.0018
44305;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Magnesium;0.9607
44306;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Lead;0.0042
44314;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sulfate;0.169
44322;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Ammonium;0.0345
44326;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Vanadium;0.0138
44330;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Sodium ion;0.0876
44332;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Elemental Carbon;1.2403
44333;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Potassium ion;0.0704
44335;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Zinc;0.1053
44336;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chromium;0.0207
44337;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Antimony;0.0011
44340;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Arsenic;0.0005
44341;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Barium;0.0917
44342;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Cadmium;0.0001
44343;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Chloride ion;0.0496
44345;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Copper;0.0151
44348;Local Soil;California Bay Area;PM;Dust;Geological;Soil;Nickel;0.0191
